Date,TargetCountry,TargetCountryCode,ReceivingCountry,ReceivingCountryCode,Action,NumArticles,AvgTone,AvgGoldsteinScale,Action Name
20160310,1,2,23,2,60,8,3.687315634,6,"Engage in material cooperation, not specified below"
20160310,1,2,22,2,71,3,0.81799591,7.4,Provide economic aid
20160310,1,2,40,2,110,10,2.205882353,-2,"Disapprove, not specified below"
20160311,1,2,14,2,17,8,4.793028322,0,Engage in symbolic act
20160311,1,2,13,2,36,10,1.818181818,4,Express intent to meet or negotiate
20160311,1,2,5,2,51,6,-3.917525773,3.4,Praise or endorse
20160311,1,2,5,2,71,6,1.075268817,7.4,Provide economic aid
20160311,1,2,23,2,71,4,1.075268817,7.4,Provide economic aid
20160311,1,2,9,2,114,10,-2.826086957,-2,Complain officially
20160312,1,2,2,2,36,8,2.355460385,4,Express intent to meet or negotiate
20160313,1,2,13,2,36,6,3.302752294,4,Express intent to meet or negotiate
20160313,1,2,40,2,40,3,-3.47826087,1,"Consult, not specified below"
20160314,1,2,2,2,115,5,-2.101769912,-2,Bring lawsuit against
20160314,1,2,20,2,30,4,1.086956522,4,"Express intent to cooperate, not specified below"
20160314,1,2,13,2,36,10,2.830188679,4,Express intent to meet or negotiate
20160314,1,2,22,2,42,1,-1.706484642,1.9,Make a visit
20160314,1,2,27,2,51,1,-1.962209302,3.4,Praise or endorse
20160314,1,2,20,2,61,2,1.086956522,6.4,Cooperate economically
20160314,1,2,27,2,84,1,1.047120419,7,"Return, release, not specified below"
20160314,1,2,41,2,172,5,2.287581699,-5,"Impose administrative sanctions, not specified below"
20160315,1,2,9,2,36,10,1.923076923,4,Express intent to meet or negotiate
20160315,1,2,11,2,36,6,0.092936803,4,Express intent to meet or negotiate
20160315,1,2,23,2,43,10,1.024590164,2.8,Host a visit
20160315,1,2,11,2,60,4,-1.077251553,6,"Engage in material cooperation, not specified below"
20160315,1,2,5,2,120,6,1.128031585,-4,"Reject, not specified below"
20160316,1,2,21,2,20,2,-0.215053763,3,"Make an appeal or request, not specified below"
20160316,1,2,5,2,46,6,6.172839506,7,Engage in negotiation
20160317,1,2,10,2,36,6,-1.145038168,4,Express intent to meet or negotiate
20160317,1,2,11,2,51,2,-2.489626556,3.4,Praise or endorse
20160317,1,2,15,2,60,3,-3.474415666,6,"Engage in material cooperation, not specified below"
20160317,1,2,43,2,110,10,0.982318271,-2,"Disapprove, not specified below"
20160318,1,2,9,2,37,6,4.347826087,5,Express intent to settle dispute
20160318,1,2,20,2,46,10,6.097560976,7,Engage in negotiation
20160318,1,2,27,2,50,1,5.118110236,3.5,"Engage in diplomatic cooperation, not specified below"
20160318,1,2,2,2,51,2,3.004291845,3.4,Praise or endorse
20160318,1,2,41,2,60,4,-0.960922486,6,"Engage in material cooperation, not specified below"
20160319,1,2,5,2,40,3,3.280067283,1,"Consult, not specified below"
20160319,1,2,8,2,51,3,-7.670454545,3.4,Praise or endorse
20160321,1,2,23,2,192,10,1.858736059,-9.5,Occupy territory
20160321,1,2,23,2,10,10,-2.583979328,0,"Make statement, not specified below"
20160321,1,2,35,2,13,2,-0.654664484,0.4,Make optimistic comment
20160321,1,2,45,2,71,10,-0.8,7.4,Provide economic aid
20160321,1,2,40,2,173,6,-2.857142857,-5,"Arrest, detain, or charge with legal action"
20160322,1,2,4,2,182,10,-6.220984215,-9.5,"Physically assault, not specified below"
20160322,1,2,23,2,120,2,8.040201005,-4,"Reject, not specified below"
20160323,1,2,12,2,20,8,-0.453099343,3,"Make an appeal or request, not specified below"
20160323,1,2,5,2,30,4,4.664179104,4,"Express intent to cooperate, not specified below"
20160323,1,2,23,2,46,10,-0.46083928,7,Engage in negotiation
20160323,1,2,45,2,46,8,3.58974359,7,Engage in negotiation
20160323,1,2,5,2,51,20,0.412637971,3.4,Praise or endorse
20160323,1,2,23,2,51,6,-3.275529865,3.4,Praise or endorse
20160323,1,2,14,2,60,2,-1.87416332,6,"Engage in material cooperation, not specified below"
20160324,1,2,23,2,30,1,0.436233,4,"Express intent to cooperate, not specified below"
20160324,1,2,23,2,42,6,-0.643086817,1.9,Make a visit
20160324,1,2,23,2,51,1,0.436233,3.4,Praise or endorse
20160324,1,2,12,2,172,10,-3.333333333,-5,"Impose administrative sanctions, not specified below"
20160327,1,2,38,2,46,6,2.966101695,7,Engage in negotiation
20160328,1,2,23,2,20,4,-4.492512479,3,"Make an appeal or request, not specified below"
20160328,1,2,24,2,36,3,4.867256637,4,Express intent to meet or negotiate
20160328,1,2,23,2,40,10,-3.703703704,1,"Consult, not specified below"
20160328,1,2,9,2,42,4,1.469480697,1.9,Make a visit
20160328,1,2,43,2,46,6,0.925925926,7,Engage in negotiation
20160328,1,2,2,2,71,4,1.034482759,7.4,Provide economic aid
20160328,1,2,21,2,71,10,3.125,7.4,Provide economic aid
20160329,1,2,21,2,874,4,-0.539083558,10,Retreat or surrender militarily
20160329,1,2,13,2,40,10,1.831501832,1,"Consult, not specified below"
20160329,1,2,23,2,40,10,-2.131782946,1,"Consult, not specified below"
20160329,1,2,4,2,60,10,0.8,6,"Engage in material cooperation, not specified below"
20160329,1,2,2,2,71,4,1.385029135,7.4,Provide economic aid
20160329,1,2,23,2,190,2,-1.696428571,-10,"Use conventional military force, not specified below"
20160330,1,2,22,2,20,6,-1.677852349,3,"Make an appeal or request, not specified below"
20160330,1,2,40,2,20,1,2.294455067,3,"Make an appeal or request, not specified below"
20160330,1,2,13,2,57,5,0.56022409,8,Sign formal agreement
20160330,1,2,23,2,57,10,2.132701422,8,Sign formal agreement
20160330,1,2,4,2,60,10,0.730816078,6,"Engage in material cooperation, not specified below"
20160330,1,2,27,2,60,2,-1.647058824,6,"Engage in material cooperation, not specified below"
20160330,1,2,2,2,71,2,1.393728223,7.4,Provide economic aid
20160330,1,2,22,2,110,6,-1.677852349,-2,"Disapprove, not specified below"
20160330,1,2,20,2,173,2,-1.926163724,-5,"Arrest, detain, or charge with legal action"
20160331,1,2,27,2,60,2,-1.631701632,6,"Engage in material cooperation, not specified below"
20160331,1,2,13,2,61,6,0,6.4,Cooperate economically
20160401,1,2,40,2,20,3,-1.977750309,3,"Make an appeal or request, not specified below"
20160401,1,2,40,2,42,6,3.476245655,1.9,Make a visit
20160401,1,2,5,2,51,8,5.223880597,3.4,Praise or endorse
20160401,1,2,14,2,51,2,-0.503355705,3.4,Praise or endorse
20160402,1,2,23,2,10,3,1.204819277,0,"Make statement, not specified below"
20160402,1,2,27,2,10,6,1.085614274,0,"Make statement, not specified below"
20160402,1,2,40,2,20,3,-2.046035806,3,"Make an appeal or request, not specified below"
20160402,1,2,14,2,51,1,-0.499168053,3.4,Praise or endorse
20160402,1,2,22,2,120,6,-2.517985612,-4,"Reject, not specified below"
20160403,1,2,14,2,10,5,3.448275862,0,"Make statement, not specified below"
20160403,1,2,43,2,42,6,0.672268908,1.9,Make a visit
20160403,1,2,41,2,43,4,4.247104247,2.8,Host a visit
20160403,1,2,14,2,100,6,-8.864265928,-5,"Demand, not specified below"
20160403,1,2,22,2,120,6,-2.631578947,-4,"Reject, not specified below"
20160404,1,2,40,2,10,6,-5.593220339,0,"Make statement, not specified below"
20160404,1,2,9,2,111,1,0.640341515,-2,Criticize or denounce
20160405,1,2,14,2,13,3,-2.508960573,0.4,Make optimistic comment
20160405,1,2,23,2,30,1,0.456950457,4,"Express intent to cooperate, not specified below"
20160405,1,2,9,2,40,6,-0.303951368,1,"Consult, not specified below"
20160405,1,2,23,2,51,7,0.291514386,3.4,Praise or endorse
20160405,1,2,27,2,51,10,0.448933782,3.4,Praise or endorse
20160405,1,2,5,2,84,10,-2.134146341,7,"Return, release, not specified below"
20160405,1,2,14,2,84,5,1.412429379,7,"Return, release, not specified below"
20160405,1,2,22,2,111,6,-1.886792453,-2,Criticize or denounce
20160405,1,2,16,2,160,6,-4.026294166,-4,"Reduce relations, not specified below"
20160406,1,2,22,2,20,12,-1.504779681,3,"Make an appeal or request, not specified below"
20160406,1,2,8,2,42,6,-2.98102981,1.9,Make a visit
20160406,1,2,16,2,51,3,0.17452007,3.4,Praise or endorse
20160406,1,2,27,2,112,10,0.294985251,-2,"Accuse, not specified below"
20160407,1,2,26,2,10,10,-2.192982456,0,"Make statement, not specified below"
20160407,1,2,2,2,46,10,1.162790698,7,Engage in negotiation
20160407,1,2,8,2,51,4,-3.68852459,3.4,Praise or endorse
20160407,1,2,9,2,51,6,-2.843601896,3.4,Praise or endorse
20160407,1,2,30,2,51,1,-3.68852459,3.4,Praise or endorse
20160407,1,2,23,2,71,2,2.083333333,7.4,Provide economic aid
20160407,1,2,23,2,120,10,2.083333333,-4,"Reject, not specified below"
